03/16/2023                                                               Dynamic List Display                                                                       1
---------------------------------------------------------------------------------------------------------------------------------------------------------------------
---------------------------------------------------------------------------------------------------------------------------------------------------------------------
|Order     |Material      |Target qty|    WBS Element|Occ.|Order Type|MRP ctrlr|Plant|Bsc start |System Status                          |Material description       |
|1000886294|1210123A-M3D  |       11 |D-1210123-12116|01  |PP01      |003      |HS01 |10/31/2022|REL  CNF  DLV  PRC  GMPS MANC NMAT SETC|PL 1 1/4 x 6 1/4 x 3'-9    |
|1000886329|1210123A-M3D  |       24 |D-1210123-12103|01  |PP01      |003      |HS01 |10/31/2022|REL  CNF  DLV  PRC  GMPS MANC NMAT SETC|PL 1 1/4 x 6 1/4 x 3'-9    |
|1000886330|1210123A-M3D  |        1 |D-1210123-12116|01  |PP01      |003      |HS01 |10/31/2022|REL  CNF  DLV  PRC  GMPS MANC NMAT SETC|PL 1 1/4 x 6 1/4 x 3'-9    |
---------------------------------------------------------------------------------------------------------------------------------------------------------------------
|1000880730|1210123A-X18B |        1 |D-1210123-13934|10  |PP01      |003      |HS01 |09/15/2022|REL  CNF  DLV  PRC  GMPS MANC NMAT SETC|PL 1 x 11 x 71'-4 5/16     |
|1000902174|1210123A-X18B |        1 |D-1210123-17134|30  |PP01      |003      |HS01 |03/02/2023|REL  CNF  DLV  PRC  GMPS MANC NMAT SETC|PL 1 x 11 x 71'-4 5/16     |
|1000902222|1210123A-X18B |        1 |D-1210123-17098|30  |PP01      |003      |HS01 |03/02/2023|REL  CNF  DLV  PRC  GMPS MANC NMAT SETC|PL 1 x 11 x 71'-4 5/16     |
---------------------------------------------------------------------------------------------------------------------------------------------------------------------
|1000880727|1210123A-X18D |        1 |D-1210123-13898|10  |PP01      |003      |HS01 |09/15/2022|REL  CNF  DLV  PRC  GMPS MANC NMAT SETC|PL 1 x 11 x 71'-4 5/16     |
|1000880733|1210123A-X18D |        1 |D-1210123-13934|10  |PP01      |003      |HS01 |09/15/2022|REL  CNF  DLV  PRC  GMPS MANC NMAT SETC|PL 1 x 11 x 71'-4 5/16     |
|1000892647|1210123A-X18D |        1 |D-1210123-17098|30  |PP01      |003      |HS01 |12/13/2022|REL  CNF  DLV  PRC  GMPS MANC NMAT SETC|PL 1 x 11 x 71'-4 5/16     |
|1000899895|1210123A-X18D |        1 |D-1210123-17134|30  |PP01      |003      |HS01 |02/15/2023|REL  CNF  DLV  PRC  GMPS MANC NMAT SETC|PL 1 x 11 x 71'-4 5/16     |
---------------------------------------------------------------------------------------------------------------------------------------------------------------------
|1000902067|1210161A-X1C  |        8 |D-1210161-11804|03  |PP01      |003      |HS01 |03/01/2023|REL  CNF  DLV  PRC  GMPS MANC NMAT SETC|PL 2 x 10 x 6'-3           |
|1000902070|1210161A-X1C  |        8 |D-1210161-11709|03  |PP01      |003      |HS01 |03/01/2023|REL  CNF  DLV  PRC  GMPS MANC NMAT SETC|PL 2 x 10 x 6'-3           |
|1000903186|1210161A-X1C  |        8 |D-1210161-11899|03  |PP01      |003      |HS01 |03/09/2023|REL  CNF  DLV  PRC  GMPS MANC NMAT SETC|PL 2 x 10 x 6'-3           |
---------------------------------------------------------------------------------------------------------------------------------------------------------------------
|3997458   |1220123A-M1D  |       24 |D-1220123-10586|01  |PR        |003      |HS01 |03/24/2023|                                       |PL 1/2 x 20 1/4 x 1'-10 1/2|
|1000903377|1220123A-M1D  |       16 |D-1220123-10580|01  |PP01      |003      |HS01 |03/24/2023|REL  CNF  DLV  PRC  GMPS MANC NMAT SETC|PL 1/2 x 20 1/4 x 1'-10 1/2|
|1000903380|1220123A-M1D  |       36 |D-1220123-10580|01  |PP01      |003      |HS01 |03/24/2023|REL  CNF  DLV  PRC  GMPS MANC NMAT SETC|PL 1/2 x 20 1/4 x 1'-10 1/2|
|1000903381|1220123A-M1D  |        4 |D-1220123-10586|01  |PP01      |003      |HS01 |03/24/2023|REL  CNF  DLV  PRC  GMPS MANC NMAT SETC|PL 1/2 x 20 1/4 x 1'-10 1/2|
|1000903382|1220123A-M1D  |       24 |D-1220123-10586|01  |PP01      |003      |HS01 |03/24/2023|REL  CNF  DLV  PRC  GMPS MANC NMAT SETC|PL 1/2 x 20 1/4 x 1'-10 1/2|
---------------------------------------------------------------------------------------------------------------------------------------------------------------------
|3997455   |1220123A-M1F  |        6 |D-1220123-10586|01  |PR        |003      |HS01 |03/24/2023|                                       |PL 1/2 x 19 1/2 x 3'-6     |
|1000903319|1220123A-M1F  |       20 |D-1220123-10580|01  |PP01      |003      |HS01 |03/24/2023|REL  CNF  DLV  PRC  GMPS MANC NMAT SETC|PL 1/2 x 19 1/2 x 3'-6     |
|1000903374|1220123A-M1F  |        6 |D-1220123-10580|01  |PP01      |003      |HS01 |03/24/2023|REL  CNF  DLV  PRC  GMPS MANC NMAT SETC|PL 1/2 x 19 1/2 x 3'-6     |
|1000903375|1220123A-M1F  |       14 |D-1220123-10586|01  |PP01      |003      |HS01 |03/24/2023|REL  CNF  DLV  PRC  GMPS MANC NMAT SETC|PL 1/2 x 19 1/2 x 3'-6     |
|1000903378|1220123A-M1F  |        6 |D-1220123-10586|01  |PP01      |003      |HS01 |03/24/2023|REL  CNF  DLV  PRC  GMPS MANC NMAT SETC|PL 1/2 x 19 1/2 x 3'-6     |
---------------------------------------------------------------------------------------------------------------------------------------------------------------------
|3997028   |1220123A-X1A  |        4 |D-1220123-10448|01  |PR        |003      |HS01 |03/24/2023|                                       |PL 1/2 x 19 1/2 x 5'-3 1/2 |
|3997761   |1220123A-X1A  |        4 |D-1220123-10418|01  |PR        |003      |HS01 |03/24/2023|                                       |PL 1/2 x 19 1/2 x 5'-3 1/2 |
|1000903558|1220123A-X1A  |        8 |D-1220123-10388|01  |PP01      |003      |HS01 |03/24/2023|REL  CNF  DLV  PRC  GMPS MANC NMAT SETC|PL 1/2 x 19 1/2 x 5'-3 1/2 |
|1000903577|1220123A-X1A  |        4 |D-1220123-10418|01  |PP01      |003      |HS01 |03/24/2023|REL  CNF  DLV  PRC  GMPS MANC NMAT SETC|PL 1/2 x 19 1/2 x 5'-3 1/2 |
---------------------------------------------------------------------------------------------------------------------------------------------------------------------
|3997046   |1220123A-X1H  |        1 |D-1220123-10448|01  |PR        |003      |HS01 |03/24/2023|                                       |PL 1/2 x 24 x 1'-9 5/8     |
|3997783   |1220123A-X1H  |        1 |D-1220123-10418|01  |PR        |003      |HS01 |03/24/2023|                                       |PL 1/2 x 24 x 1'-9 5/8     |
|1000903559|1220123A-X1H  |        1 |D-1220123-10418|01  |PP01      |003      |HS01 |03/24/2023|REL  CNF  DLV  PRC  GMPS MANC NMAT SETC|PL 1/2 x 24 x 1'-9 5/8     |
|1000903578|1220123A-X1H  |        2 |D-1220123-10388|01  |PP01      |003      |HS01 |03/24/2023|REL  CNF  DLV  PRC  GMPS MANC NMAT SETC|PL 1/2 x 24 x 1'-9 5/8     |
---------------------------------------------------------------------------------------------------------------------------------------------------------------------
|3997076   |1220123A-X2MA |        1 |D-1220123-10418|01  |PR        |003      |HS01 |03/24/2023|                                       |PL 1/2 x 7 1/2 x 5'-9      |
|1000903311|1220123A-X2MA |        8 |D-1220123-10388|01  |PP01      |003      |HS01 |03/24/2023|REL  CNF  DLV  PRC  GMPS MANC NMAT SETC|PL 1/2 x 7 1/2 x 5'-9      |
|1000903372|1220123A-X2MA |        7 |D-1220123-10418|01  |PP01      |003      |HS01 |03/24/2023|REL  CNF  DLV  PRC  GMPS MANC NMAT SETC|PL 1/2 x 7 1/2 x 5'-9      |
---------------------------------------------------------------------------------------------------------------------------------------------------------------------
|3997083   |1220123A-X2P  |        2 |D-1220123-10509|01  |PR        |003      |HS01 |03/24/2023|                                       |PL 1/2 x 2 x 1'-0 5/16     |
|1000903333|1220123A-X2P  |        1 |D-1220123-10540|01  |PP01      |003      |HS01 |03/24/2023|REL  CNF  DLV  PRC  GMPS MANC NMAT SETC|PL 1/2 x 2 x 1'-0 5/16     |
|1000903340|1220123A-X2P  |        2 |D-1220123-10388|01  |PP01      |003      |HS01 |03/24/2023|REL  CNF  DLV  PRC  GMPS MANC NMAT SETC|PL 1/2 x 2 x 1'-0 5/16     |
|1000903341|1220123A-X2P  |        2 |D-1220123-10418|01  |PP01      |003      |HS01 |03/24/2023|REL  CNF  DLV  PRC  GMPS MANC NMAT SETC|PL 1/2 x 2 x 1'-0 5/16     |
|1000903342|1220123A-X2P  |        2 |D-1220123-10478|01  |PP01      |003      |HS01 |03/24/2023|REL  CNF  DLV  PRC  GMPS MANC NMAT SETC|PL 1/2 x 2 x 1'-0 5/16     |
|1000903345|1220123A-X2P  |        1 |D-1220123-10448|01  |PP01      |003      |HS01 |03/24/2023|REL  CNF  DLV  PRC  GMPS MANC NMAT SETC|PL 1/2 x 2 x 1'-0 5/16     |
---------------------------------------------------------------------------------------------------------------------------------------------------------------------
